iid,gender,age,field_cd,date,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,cluster
518,0,23.0,15.0,7.0,2.0,4.0,2.0,5.0,8.0,6.0,7.0,5.0,5.0,9.0,9.0,8.0,8.0,8.0,6.0,8.0,9.0,4.0,6.0,9.0,8.0,8.0,7.0,3
519,0,26.0,9.0,4.0,2.0,9.0,5.0,9.0,5.0,8.0,7.0,7.0,2.0,3.0,9.0,4.0,7.0,8.0,7.0,8.0,2.0,2.0,8.0,10.0,9.0,9.0,10.0,1
520,0,28.0,11.0,7.0,1.0,4.0,6.0,8.0,8.0,10.0,8.0,5.0,2.0,9.0,10.0,8.0,9.0,8.0,5.0,5.0,8.0,2.0,8.0,9.0,7.0,8.0,5.0,3
521,0,26.0,11.0,3.0,1.0,7.0,7.0,8.0,8.0,8.0,8.0,10.0,7.0,5.0,8.0,6.0,7.0,8.0,8.0,8.0,6.0,6.0,7.0,9.0,9.0,8.0,8.0,4
522,0,22.0,1.0,6.0,2.0,6.0,6.0,6.0,7.0,8.0,9.0,3.0,3.0,7.0,9.0,8.0,10.0,10.0,7.0,7.0,5.0,3.0,7.0,7.0,7.0,9.0,8.0,6
523,0,27.0,9.0,4.0,3.0,8.0,1.0,5.0,9.0,4.0,3.0,6.0,7.0,8.0,13.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,6.0,9.0,8.0,9.0,6.0,1
524,0,25.0,4.0,7.0,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,5.0,9.0,7.0,8.0,7.0,6
525,0,24.0,15.0,4.0,1.0,6.0,2.0,8.0,6.0,5.0,5.0,3.0,2.0,1.0,8.0,8.0,9.0,10.0,7.0,8.0,8.0,1.0,6.0,10.0,8.0,10.0,9.0,3
526,0,26.0,11.0,5.0,3.0,2.0,1.0,3.0,10.0,10.0,7.0,6.0,5.0,10.0,8.0,4.0,10.0,8.0,6.0,8.0,4.0,10.0,3.0,6.0,9.0,7.0,10.0,3
527,0,24.0,11.0,4.0,3.0,5.0,5.0,1.0,8.0,7.0,7.0,6.0,2.0,7.0,6.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,10.0,10.0,10.0,10.0,10.0,3
528,0,29.0,11.0,6.0,1.0,5.0,8.0,4.0,2.0,2.0,2.0,8.0,6.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,2.0,2.0,9.0,6.0,8.0,8.0,8.0,2
529,0,22.0,5.0,4.0,1.0,7.0,4.0,6.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,4.0,6.0,10.0,9.0,7.0,5.0,6
530,0,22.0,5.0,7.0,3.0,7.0,10.0,5.0,6.0,3.0,8.0,6.0,7.0,6.0,3.0,5.0,8.0,10.0,9.0,10.0,6.0,3.0,3.0,9.0,9.0,9.0,7.0,5
531,1,25.0,5.0,7.0,2.0,10.0,10.0,6.0,6.0,10.0,10.0,10.0,6.0,6.0,6.0,10.0,10.0,10.0,8.0,10.0,1.0,6.0,10.0,10.0,6.0,10.0,10.0,4
532,1,26.0,5.0,2.0,2.0,7.0,8.0,6.0,8.0,6.0,4.0,4.0,8.0,6.0,9.0,7.0,6.0,8.0,6.0,7.0,5.0,2.0,7.0,9.0,7.0,8.0,8.0,5
533,1,26.0,5.0,6.0,2.0,7.0,3.0,5.0,7.0,5.0,5.0,7.0,2.0,5.0,3.0,1.0,5.0,7.0,6.0,7.0,2.0,2.0,8.0,9.0,8.0,9.0,9.0,2
534,1,24.0,5.0,5.0,6.0,7.0,9.0,3.0,9.0,9.0,8.0,6.0,7.0,7.0,7.0,3.0,6.0,7.0,8.0,7.0,4.0,1.0,7.0,9.0,8.0,9.0,5.0,5
535,1,23.0,10.0,5.0,3.0,4.0,3.0,4.0,7.0,7.0,6.0,2.0,8.0,8.0,8.0,6.0,6.0,9.0,8.0,9.0,5.0,6.0,6.0,7.0,6.0,7.0,5.0,3
536,1,29.0,2.0,5.0,2.0,7.0,3.0,5.0,8.0,7.0,7.0,3.0,2.0,7.0,8.0,6.0,4.0,9.0,7.0,9.0,7.0,1.0,7.0,8.0,8.0,8.0,8.0,6
537,1,22.0,5.0,5.0,1.0,6.0,6.0,7.0,10.0,8.0,8.0,3.0,3.0,6.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,1.0,7.0,9.0,9.0,9.0,7.0,6
538,1,32.0,5.0,4.0,2.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,5.0,4.0,6.0,3.0,6.0,6.0,6.0,7.0,8.0,9.0,8.0,8.0,0
539,1,22.0,1.0,4.0,1.0,8.0,9.0,8.0,9.0,9.0,9.0,4.0,6.0,8.0,8.0,6.0,7.0,9.0,7.0,7.0,7.0,6.0,8.0,8.0,9.0,10.0,10.0,5
540,1,24.0,5.0,7.0,4.0,6.0,4.0,4.0,5.0,7.0,8.0,8.0,9.0,6.0,7.0,4.0,9.0,9.0,9.0,9.0,6.0,3.0,5.0,7.0,6.0,5.0,7.0,6
541,1,23.0,5.0,7.0,3.0,10.0,10.0,7.0,8.0,3.0,5.0,4.0,3.0,8.0,3.0,10.0,5.0,10.0,10.0,9.0,9.0,3.0,8.0,9.0,9.0,9.0,8.0,5
542,1,23.0,5.0,5.0,3.0,4.0,7.0,6.0,10.0,9.0,8.0,1.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,6.0,8.0,9.0,8.0,8.0,9.0,6
543,1,24.0,5.0,7.0,2.0,8.0,8.0,5.0,8.0,8.0,5.0,5.0,9.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,3.0,7.0,9.0,9.0,8.0,9.0,5
544,1,23.0,5.0,7.0,3.0,3.0,4.0,3.0,10.0,7.0,8.0,5.0,14.0,9.0,2.0,10.0,7.0,8.0,8.0,9.0,10.0,3.0,7.0,10.0,10.0,9.0,8.0,6
545,1,24.0,5.0,7.0,2.0,10.0,2.0,2.0,5.0,5.0,4.0,7.0,5.0,4.0,7.0,4.0,3.0,4.0,5.0,5.0,2.0,1.0,8.0,8.0,8.0,9.0,6.0,2
546,1,30.0,8.0,4.0,1.0,10.0,5.0,8.0,10.0,4.0,3.0,5.0,1.0,1.0,2.0,4.0,3.0,6.0,3.0,9.0,10.0,6.0,9.0,8.0,10.0,8.0,7.0,1
547,1,30.0,8.0,3.0,1.0,9.0,6.0,9.0,7.0,8.0,8.0,2.0,2.0,8.0,9.0,4.0,9.0,8.0,9.0,9.0,6.0,5.0,7.0,9.0,8.0,8.0,8.0,0
548,1,30.0,8.0,6.0,1.0,10.0,8.0,4.0,10.0,3.0,2.0,2.0,5.0,1.0,9.0,6.0,4.0,6.0,7.0,10.0,4.0,1.0,10.0,10.0,10.0,10.0,10.0,1
549,1,28.0,8.0,7.0,1.0,8.0,5.0,6.0,9.0,7.0,7.0,4.0,8.0,8.0,7.0,7.0,8.0,8.0,10.0,10.0,8.0,2.0,7.0,10.0,8.0,9.0,9.0,4
550,1,30.0,8.0,4.0,1.0,5.0,3.0,5.0,9.0,7.0,8.0,3.0,3.0,8.0,8.0,3.0,7.0,7.0,4.0,6.0,6.0,3.0,7.0,7.0,7.0,7.0,7.0,0
551,1,27.0,8.0,6.0,3.0,6.0,1.0,7.0,6.0,7.0,3.0,2.0,1.0,7.0,10.0,2.0,5.0,6.0,7.0,7.0,7.0,1.0,7.0,8.0,3.0,8.0,5.0,2
552,1,25.0,18.0,2.0,1.0,8.0,2.0,5.0,10.0,10.0,10.0,7.0,1.0,9.0,8.0,3.0,7.0,9.0,10.0,10.0,7.0,3.0,8.0,7.0,6.0,7.0,7.0,3
552,1,25.0,18.0,2.0,1.0,8.0,2.0,5.0,10.0,10.0,10.0,7.0,1.0,9.0,8.0,3.0,7.0,9.0,10.0,10.0,7.0,3.0,8.0,7.0,6.0,7.0,7.0,3
